country,city,lat,lng,population
Switzerland,Vevey,46.4667,6.85,19891.0
Switzerland,Opfikon,47.4331,8.5719,19864.0
Switzerland,Kloten,47.4481,8.5828,19362.0
Switzerland,Reinach,47.4936,7.5908,19144.0
Switzerland,Baden,47.4729,8.308,19122.0
Switzerland,Onex,46.1833,6.1,18977.0
Switzerland,Adliswil,47.3122,8.5256,18731.0
Switzerland,Schlieren,47.3989,8.4497,18731.0
Switzerland,Volketswil,47.3906,8.6953,18615.0
Switzerland,Thalwil,47.2953,8.5647,18525.0
Switzerland,Olten,47.3531,7.9078,18362.0
Switzerland,Pully,46.5167,6.6667,18313.0
Switzerland,Regensdorf,47.4383,8.4744,18253.0
Switzerland,Gossau,47.4164,9.25,18171.0
Switzerland,Muttenz,47.5228,7.6452,17809.0
Switzerland,Monthey,46.25,6.95,17777.0
Switzerland,Ostermundigen,46.9553,7.4833,17751.0
Switzerland,Stegen,47.4764,8.7697,17630.0
Switzerland,Littau,47.0494,8.2639,17224.0
Switzerland,Martigny,46.1022,7.075,17215.0
Switzerland,Grenchen,47.1931,7.3958,17140.0
Switzerland,Sierre,46.2918,7.532,16790.0
Switzerland,Solothurn,47.2081,7.5375,16777.0
Switzerland,Pratteln,47.5185,7.6928,16621.0
Switzerland,Burgdorf,47.0567,7.6264,16420.0
Switzerland,Freienbach,47.2047,8.7578,16391.0
Switzerland,Wallisellen,47.415,8.5967,16315.0
Switzerland,Wohlen,47.3506,8.2778,16078.0
Switzerland,Locarno,46.1664,8.7997,16012.0
Switzerland,Herisau,47.3851,9.2786,15744.0
Switzerland,Steffisburg,46.7831,7.6333,15709.0
Switzerland,Morges,46.5167,6.5,15705.0
Switzerland,Binningen,47.5333,7.5667,15675.0
Switzerland,Langenthal,47.2153,7.7889,15624.0
Switzerland,Einsiedeln,47.1278,8.7431,15550.0
Switzerland,Lyss,47.075,7.3069,15282.0
Switzerland,Schwyz,47.0211,8.6536,15181.0
Switzerland,Wülflingen,47.51,8.683,15096.0
Switzerland,Mendrisio,45.8667,8.9833,14942.0
Switzerland,Arbon,47.5167,9.4333,14537.0
Switzerland,Liestal,47.4839,7.735,14390.0
Switzerland,Stäfa,47.2401,8.7328,14389.0
Switzerland,Küsnacht,47.3181,8.5825,14387.0
Switzerland,Horw,47.0164,8.3111,14243.0
Switzerland,Thônex,46.1833,6.1833,14122.0
Switzerland,Meilen,47.2703,8.6411,13999.0
Switzerland,Oftringen,47.315,7.9236,13791.0
Switzerland,Amriswil,47.5497,9.3,13534.0
Switzerland,Rheinfelden,47.5539,7.7958,13528.0
Switzerland,Versoix,46.2833,6.1667,13422.0
Switzerland,Richterswil,47.2081,8.7058,13407.0
Switzerland,Zollikon,47.3422,8.5783,13367.0
Ukraine,Kyiv,50.45,30.5233,2952301.0
Ukraine,Kharkiv,49.9925,36.2311,1421125.0
Ukraine,Odesa,46.492,30.7081,1010537.0
Ukraine,Dnipro,48.4675,35.04,968502.0
Ukraine,Donetsk,48.0028,37.8053,901645.0
Ukraine,Lviv,49.8425,24.0322,717273.0
Ukraine,Zaporizhzhia,47.85,35.1175,710052.0
Ukraine,Bazal’tove,50.6765,26.16,625543.0
Ukraine,Kryvyi Rih,47.91,33.39,603904.0
Ukraine,Sevastopol,44.605,33.5225,547820.0
Ukraine,Mykolaiv,46.975,31.995,470011.0
Ukraine,Luhansk,48.5678,39.3031,397677.0
Ukraine,Vinnytsia,49.2333,28.4833,356303.0
Ukraine,Makiivka,48.0556,37.9611,338968.0
Ukraine,Simferopol,44.9519,34.1022,332317.0
Ukraine,Chernihiv,51.4939,31.2947,282747.0
Ukraine,Poltava,49.5894,34.5514,279593.0
Ukraine,Kherson,46.6425,32.625,279131.0
Ukraine,Khmelnytskyi,49.4167,27.0,274452.0
Ukraine,Cherkasy,49.4444,32.0597,269836.0
Ukraine,Chernivtsi,48.3,25.9333,264298.0
Ukraine,Zhytomyr,50.25,28.6667,261624.0
Ukraine,Sumy,50.9119,34.8028,256474.0
Ukraine,Rivne,50.6192,26.2519,243873.0
Ukraine,Horlivka,48.3,38.05,239828.0
Ukraine,Ivano-Frankivsk,48.9228,24.7106,238196.0
Ukraine,Kamianske,48.5167,34.6133,226845.0
Ukraine,Ternopil,49.5667,25.6,225004.0
Ukraine,Lutsk,50.75,25.3358,220986.0
Ukraine,Kropyvnytskyi,48.5,32.2667,219676.0
Ukraine,Kremenchuk,49.0631,33.4039,215271.0
Ukraine,Bila Tserkva,49.7989,30.1153,207273.0
Ukraine,Kerch,45.3619,36.4711,149566.0
Ukraine,Melitopol,46.8489,35.3675,148851.0
Ukraine,Kramatorsk,48.7392,37.5839,147145.0
Ukraine,Mariupol,47.0958,37.5494,120000.0
Ukraine,Uzhhorod,48.6239,22.295,115449.0
Ukraine,Brovary,50.5111,30.79,109806.0
Ukraine,Berdiansk,46.7556,36.7889,106311.0
Ukraine,Yevpatoriia,45.1939,33.3681,105719.0
Ukraine,Nikopol,47.5667,34.4,105160.0
Ukraine,Sloviansk,48.8533,37.625,105141.0
Ukraine,Pavlohrad,48.5167,35.8667,101430.0
Ukraine,Sievierodonetsk,48.9481,38.4933,99067.0
Ukraine,Kamianets-Podilskyi,48.6833,26.5833,96896.0
Ukraine,Lysychansk,48.9167,38.4,93340.0
Ukraine,Mukacheve,48.45,22.75,85569.0
Ukraine,Konotop,51.2167,33.2,83543.0
Ukraine,Uman,48.75,30.2167,81525.0
Ukraine,Krasnyi Luch,48.1333,38.9333,79533.0
Ukraine,Khrustalnyi,48.1333,38.9333,79533.0
Ukraine,Yalta,44.4994,34.17,76746.0
Ukraine,Yenakiieve,48.2167,38.2,76673.0
Ukraine,Oleksandriia,48.6667,33.1167,76097.0
Ukraine,Stakhanov,48.5681,38.6586,74546.0
Ukraine,Drohobych,49.35,23.5,73682.0
Ukraine,Berdychiv,49.9,28.5667,73046.0
Ukraine,Shostka,51.8667,33.4833,71966.0
Ukraine,Bakhmut,48.5947,38.0008,71094.0
Ukraine,Izmail,45.3517,28.8364,69932.0
Ukraine,Novomoskovsk,48.6333,35.2167,69855.0
Ukraine,Fedosiia,45.0342,35.3792,69145.0
Ukraine,Kovel,51.2167,24.7167,67575.0
Ukraine,Kostiantynivka,48.5333,37.7167,67350.0
Ukraine,Nizhyn,51.0381,31.8861,65830.0
Ukraine,Smila,49.2336,31.8822,65675.0
Ukraine,Irpin,50.5167,30.25,65167.0
Ukraine,Kalush,49.0442,24.3597,65088.0
Ukraine,Chervonohrad,50.3867,24.2289,64297.0
Ukraine,Boryspil,50.35,30.95,64117.0
Ukraine,Dovzhansk,48.0778,39.6472,62691.0
Ukraine,Pervomaisk,48.0439,30.85,62426.0
Ukraine,Korosten,50.95,28.6333,61496.0
Ukraine,Kolomyia,48.5306,25.0403,60821.0
Ukraine,Stryi,49.25,23.85,59425.0
Ukraine,Chornomorsk,46.0,18.0,57983.0
Ukraine,Khartsyzk,48.0428,38.1425,56182.0
Ukraine,Rubizhne,49.01,38.3714,55247.0
Ukraine,Novohrad-Volynskyi,50.5833,27.6333,55086.0
Ukraine,Druzhkivka,48.6214,37.5278,53977.0
Ukraine,Chystiakove,48.0219,38.6264,53462.0
Ukraine,Lozova,48.8833,36.3833,53126.0
Ukraine,Enerhodar,47.4989,34.6558,52237.0
Ukraine,Antratsyt,48.1192,39.09,52150.0
Ukraine,Pryluky,50.5892,32.3856,51637.0
Ukraine,Horishni Plavni,49.0167,33.6667,49854.0
Ukraine,Novovolynsk,50.7333,24.1667,49772.0
Ukraine,Snizhne,48.0283,38.7656,49564.0
Ukraine,Shakhtarsk,48.0469,38.4686,48208.0
Ukraine,Bilhorod-Dnistrovskyi,46.1833,30.35,47727.0
Ukraine,Okhtyrka,50.303,34.892,46660.0
Ukraine,Myrnohrad,48.2911,37.2681,46098.0
Ukraine,Rovenky,48.0711,39.3428,45514.0
Ukraine,Marhanets,47.6447,34.6042,44980.0
Ukraine,Izium,49.2128,37.2569,44979.0
Ukraine,Brianka,48.5133,38.6431,44760.0
Ukraine,Nova Kakhovka,46.755,33.375,44427.0
Ukraine,Lubny,50.0167,33.0,44089.0
Ukraine,Fastiv,50.0833,29.9167,44014.0
Ukraine,Svitlovodsk,49.0503,33.2419,43130.0
United Kingdom,London,51.5072,-0.1275,11262000.0
United Kingdom,Birmingham,52.48,-1.9025,2590363.0
United Kingdom,Portsmouth,50.8058,-1.0872,855679.0
United Kingdom,Southampton,50.9025,-1.4042,855569.0
United Kingdom,Bristol,51.4536,-2.5975,707412.0
United Kingdom,Glasgow,55.8611,-4.25,626410.0
United Kingdom,Manchester,53.479,-2.2452,547627.0
United Kingdom,Leeds,53.7975,-1.5436,536280.0
United Kingdom,Sheffield,53.3808,-1.4703,518090.0
United Kingdom,Liverpool,53.4072,-2.9917,513441.0
United Kingdom,Edinburgh,55.95,-3.1833,488050.0
United Kingdom,Worthing,50.8147,-0.3714,474485.0
United Kingdom,Leicester,52.6361,-1.1331,464395.0
United Kingdom,Coventry,52.4081,-1.5106,362690.0
United Kingdom,Caerdydd,51.4817,-3.1792,361469.0
United Kingdom,Belfast,54.5967,-5.93,345006.0
United Kingdom,Reading,51.4542,-0.9731,337108.0
United Kingdom,Kingston upon Hull,53.7444,-0.3325,314018.0
United Kingdom,Newcastle,54.978,-1.6102,300196.0
United Kingdom,Stockport,53.4083,-2.1494,294773.0
United Kingdom,Bradford,53.8,-1.75,293277.0
United Kingdom,Nottingham,52.9561,-1.1512,289301.0
United Kingdom,Bolton,53.5783,-2.43,285372.0
United Kingdom,Sunderland,54.906,-1.381,277417.0
United Kingdom,Plymouth,50.3714,-4.1422,267918.0
United Kingdom,Milton Keynes,52.04,-0.76,264349.0
United Kingdom,Derby,52.9247,-1.478,255394.0
United Kingdom,Westminster,51.4947,-0.1353,255324.0
United Kingdom,Wolverhampton,52.5833,-2.1333,250970.0
United Kingdom,Abertawe,51.6167,-3.95,246700.0
United Kingdom,Barnsley,53.5547,-1.4791,245199.0
United Kingdom,Stoke-on-Trent,53.0255,-2.1761,245000.0
United Kingdom,Swindon,51.56,-1.78,222193.0
United Kingdom,Norwich,52.6286,1.2928,213166.0
United Kingdom,Luton,51.8783,-0.4147,213052.0
United Kingdom,Solihull,52.413,-1.778,206674.0
United Kingdom,Islington,51.544,-0.1027,206125.0
United Kingdom,Aberdeen,57.15,-2.11,200680.0
United Kingdom,Peterborough,52.5661,-0.2364,194000.0
United Kingdom,Croydon,51.3727,-0.1099,192064.0
United Kingdom,Bournemouth,50.72,-1.88,187503.0
United Kingdom,Basildon,51.58,0.49,185900.0
United Kingdom,Saint Helens,53.4542,-2.7361,183248.0
United Kingdom,Ilford,51.5575,0.0858,168168.0
United Kingdom,Warrington,53.39,-2.59,165456.0
United Kingdom,Huddersfield,53.645,-1.7798,162949.0
United Kingdom,Southend,51.55,0.71,160257.0
United Kingdom,Newport,51.5886,-2.9978,159600.0
United Kingdom,Enfield,51.6522,-0.0808,156858.0
United Kingdom,Ipswich,52.0594,1.1556,151562.0
United Kingdom,Harrow,51.5836,-0.3464,149246.0
United Kingdom,Dundee,56.4606,-2.97,148280.0
United Kingdom,West Bromwich,52.519,-1.995,146386.0
United Kingdom,Gloucester,51.8653,-2.2458,145563.0
United Kingdom,Poole,50.7167,-1.9833,144800.0
United Kingdom,Telford,52.6766,-2.4469,142723.0
United Kingdom,Preston,53.83,-2.735,141801.0
United Kingdom,York,53.96,-1.08,141685.0
United Kingdom,Middlesbrough,54.5767,-1.2355,140545.0
United Kingdom,Blackpool,53.8142,-3.0503,139305.0
United Kingdom,Northampton,52.2304,-0.8938,137467.0
United Kingdom,Brighton,50.8208,-0.1375,134293.0
United Kingdom,Sale,53.424,-2.322,134022.0
United Kingdom,Lincoln,53.2283,-0.5389,130200.0
United Kingdom,Tottenham,51.5975,-0.0681,129237.0
United Kingdom,Exeter,50.7256,-3.5269,124180.0
United Kingdom,Cambridge,52.205,0.1225,123867.0
United Kingdom,Romford,51.5768,0.1801,122854.0
United Kingdom,Colchester,51.8917,0.903,121859.0
United Kingdom,High Wycombe,51.6287,-0.7482,120256.0
United Kingdom,Gateshead,54.9556,-1.6,120046.0
United Kingdom,Slough,51.5084,-0.5881,119070.0
United Kingdom,Blackburn,53.748,-2.482,117963.0
United Kingdom,Cheltenham,51.9,-2.0667,116447.0
United Kingdom,Chelmsford,51.73,0.48,115369.0
United Kingdom,Rochdale,53.61,-2.16,110194.0
United Kingdom,Wythenshawe,53.392,-2.264,110000.0
United Kingdom,Birkenhead,53.393,-3.014,109848.0
United Kingdom,Doncaster,53.5228,-1.1325,109805.0
United Kingdom,Rotherham,53.43,-1.357,109691.0
United Kingdom,Maidstone,51.272,0.529,109490.0
United Kingdom,Walthamstow,51.584,-0.021,109424.0
United Kingdom,Oxford,51.7519,-1.2578,108600.0
United Kingdom,Basingstoke,51.2667,-1.0876,107355.0
United Kingdom,Crawley,51.1092,-0.1872,106597.0
United Kingdom,Dagenham,51.5397,0.1422,106247.0
United Kingdom,Gillingham,51.385,0.55,104157.0
United Kingdom,Halifax,53.725,-1.863,104100.0
United Kingdom,Salford,53.483,-2.2931,103886.0
United Kingdom,Wigan,53.5448,-2.6318,103608.0
United Kingdom,Hounslow,51.4668,-0.375,103337.0
United Kingdom,Wembley,51.5528,-0.2979,102856.0
United Kingdom,Worcester,52.1911,-2.2206,101891.0
United Kingdom,Eastbourne,50.77,0.28,101547.0
United Kingdom,Wakefield,53.6825,-1.4975,99251.0
United Kingdom,Oldham,53.5444,-2.1169,96555.0
United Kingdom,Sutton Coldfield,52.563,-1.822,96475.0
United Kingdom,Hammersmith,51.4928,-0.2229,95996.0
United Kingdom,Hemel Hempstead,51.7526,-0.4692,94932.0
United Kingdom,Bath,51.3814,-2.3597,94092.0
